Ticket_ID,Created_Date,Region,City,Issue_Category,Priority,Resolution_Time_Hours,Customer_Type,Satisfaction_Score
552188,2022-05-14,South,Chennai,Software,High,75,Existing,4
552189,2022-11-04,North,Pune,nan,Critical,82,New,
552190,2022-04-03,Central,Ahmedabad,Software,Medium,230,New,2
552191,2022-07-06,nan,Mumbai,Billing,High,102,nan,5
552192,2022-11-13,nan,nan,nan,High,235,New,1
552193,2023-01-03,nan,nan,Billing,Low,19,Existing,2
552194,2022-05-13,South,nan,Software,Low,213,Existing,2
552195,2024-02-07,nan,Kolkata,Software,Low,56,nan,2
552196,2023-10-25,North,nan,Hardware,Medium,231,New,1
552197,2022-11-14,West,Ahmedabad,Software,High,129,Existing,2
552198,2022-01-06,East,Hyderabad,Hardware,Medium,174,Existing,4
552199,2022-02-24,Central,Chennai,Hardware,Medium,179,New,4
552200,2024-01-28,East,Delhi,Hardware,Medium,107,Existing,5
552201,2023-12-05,South,Kolkata,Software,High,29,Existing,5
552202,2023-07-11,nan,Mumbai,Network,High,110,Existing,5
552203,2024-05-02,South,nan,Service,Medium,138,Existing,4
552204,2024-04-07,North,Mumbai,Network,High,216,Existing,4
552205,2022-03-05,nan,Bengaluru,Network,Critical,214,Existing,
552206,2024-02-21,nan,Bengaluru,Hardware,Low,149,nan,3
552207,2022-11-04,East,Chennai,Billing,Medium,22,Existing,2
552208,2022-06-20,nan,Hyderabad,nan,Low,51,New,
552209,2022-01-18,East,Chennai,Hardware,Medium,178,Existing,2
552210,2024-05-04,nan,Hyderabad,Network,Low,24,New,4
552211,2023-12-13,North,nan,Service,Low,59,Existing,5
552212,2024-03-05,North,Chennai,nan,Medium,46,New,4
552213,2024-04-05,nan,Delhi,Billing,Medium,120,Existing,1
552214,2022-02-26,South,Kolkata,Billing,Medium,143,Existing,5
552215,2022-06-26,nan,Ahmedabad,Network,Medium,150,Existing,3
552216,2022-08-24,South,nan,Service,Medium,144,Existing,3
552217,2023-10-15,East,Hyderabad,Service,Low,14,New,4
552218,2022-07-15,East,Bengaluru,Network,High,216,New,3
552219,2022-01-30,nan,Delhi,Hardware,Medium,236,Existing,4
552220,2022-02-03,nan,Chennai,Billing,Medium,228,Existing,4
552221,2022-12-14,Central,Pune,Hardware,Medium,103,New,4
552222,2024-05-20,South,Delhi,Hardware,High,174,Existing,
552223,2023-11-20,North,Delhi,Hardware,Medium,45,nan,4
552224,2023-10-01,South,Hyderabad,Service,Low,132,New,
552225,2023-04-02,West,Bengaluru,Billing,Critical,152,New,3
552226,2024-05-27,Central,Kolkata,Hardware,Medium,51,New,3
552227,2024-02-16,Central,nan,Service,Critical,51,New,5
552228,2023-11-26,South,Kolkata,Software,Critical,229,Existing,3
552229,2024-03-24,West,Kolkata,Billing,Critical,171,New,3
552230,2024-05-14,nan,Ahmedabad,Software,Medium,76,Existing,4
552231,2023-01-26,Central,nan,Service,Low,217,Existing,4
552232,2022-07-31,North,Delhi,Service,Low,230,Existing,5
552233,2022-07-09,East,Chennai,Service,Medium,237,Existing,3
552234,2022-12-31,Central,Bengaluru,Billing,Critical,119,Existing,3
552235,2024-03-24,Central,Hyderabad,Billing,Medium,192,New,2
552236,2022-12-14,East,Mumbai,Software,Low,167,Existing,5
552237,2024-02-24,East,Bengaluru,Network,Medium,93,nan,4
552238,2023-11-28,North,Hyderabad,Service,High,111,nan,3
552239,2024-06-14,nan,Hyderabad,Software,High,239,Existing,1
552240,2024-06-15,East,Ahmedabad,Billing,Low,167,New,3
552241,2023-04-03,South,Ahmedabad,Software,Low,177,Existing,1
552242,2023-03-23,nan,Mumbai,Service,Low,59,Existing,3
552243,2023-04-01,West,Delhi,Billing,Low,161,New,4
552244,2023-06-28,East,nan,Software,Low,4,Existing,
552245,2022-03-03,South,Delhi,Software,Medium,84,New,5
552246,2022-07-06,Central,Pune,Billing,Medium,167,Existing,5
552247,2023-10-12,East,nan,Hardware,Low,18,New,3
552248,2023-02-22,South,Hyderabad,nan,Low,151,New,5
552249,2023-10-28,West,Bengaluru,Software,Medium,208,Existing,1
552250,2024-06-09,West,Hyderabad,nan,Low,148,nan,4
552251,2023-10-30,West,Ahmedabad,Billing,Critical,18,nan,1
552252,2022-03-02,West,Hyderabad,Service,Low,146,Existing,2
552253,2022-07-20,nan,Kolkata,Software,Critical,93,Existing,5
552254,2022-02-06,nan,nan,nan,Medium,132,New,4
552255,2023-06-30,Central,Pune,nan,Low,195,New,4
552256,2023-01-09,Central,Bengaluru,Service,Low,28,Existing,2
552257,2022-05-06,West,Mumbai,Network,High,151,New,4
552258,2024-04-07,Central,Pune,Hardware,Low,23,New,3
552259,2022-05-14,East,Chennai,Hardware,Low,142,nan,4
552260,2023-09-27,East,nan,Hardware,High,4,New,3
552261,2023-12-28,East,Mumbai,nan,Critical,229,Existing,3
552262,2023-07-21,West,nan,Software,High,150,New,2
552263,2023-01-31,West,Bengaluru,Hardware,Low,166,Existing,2
552264,2022-01-16,North,Kolkata,Billing,Low,143,New,3
552265,2023-01-27,Central,Ahmedabad,Billing,High,157,New,4
552266,2023-05-24,East,Pune,Billing,Medium,64,Existing,5
552267,2022-07-04,nan,Pune,Hardware,Medium,153,Existing,3
552268,2022-07-15,South,Chennai,nan,Medium,84,New,3
552269,2022-01-27,West,Bengaluru,Billing,Low,223,New,3
552270,2022-03-23,West,Delhi,Service,Low,236,New,2
552271,2022-12-23,South,Kolkata,Billing,Medium,28,Existing,3
552272,2023-06-09,North,Bengaluru,Network,Low,16,Existing,4
552273,2022-04-03,North,Mumbai,Network,Medium,19,nan,2
552274,2022-05-21,West,Bengaluru,Software,Medium,69,Existing,5
552275,2023-12-11,North,Ahmedabad,Network,High,51,nan,5
552276,2024-04-26,South,Ahmedabad,Service,Medium,118,Existing,3
552277,2023-07-10,Central,Kolkata,Service,Low,3,Existing,3
552278,2022-04-17,South,Hyderabad,Service,Medium,111,nan,4
552279,2023-02-02,South,Ahmedabad,Hardware,Medium,231,Existing,2
552280,2022-07-02,nan,Pune,Software,Critical,131,Existing,2
552281,2022-08-16,Central,Mumbai,Software,Medium,119,New,1
552282,2024-04-07,Central,Kolkata,Billing,High,80,Existing,3
552283,2023-11-28,East,Kolkata,Software,Medium,10,Existing,5
552284,2023-10-14,South,Hyderabad,Service,Low,74,New,
552285,2023-01-18,West,Delhi,Hardware,Medium,124,Existing,1
552286,2023-09-21,East,Pune,Network,Low,62,Existing,4
552287,2022-06-09,South,Kolkata,Software,Medium,154,Existing,3
552288,2022-08-14,South,Hyderabad,Hardware,Low,61,Existing,1
552289,2022-08-01,Central,Kolkata,nan,High,45,Existing,4
552290,2023-05-25,West,Delhi,Billing,Low,39,Existing,5
552291,2022-02-20,South,Ahmedabad,Service,Low,67,New,
552292,2024-03-16,East,Chennai,Billing,Medium,7,Existing,2
552293,2023-07-01,East,Mumbai,Service,Low,224,New,4
552294,2024-05-31,Central,Ahmedabad,Billing,Low,46,New,2
552295,2023-02-16,South,Chennai,Network,High,37,Existing,1
552296,2023-05-15,North,Chennai,Service,Low,171,New,1
552297,2023-01-25,West,nan,Software,Medium,94,Existing,
552298,2022-08-19,North,Pune,Service,Low,164,New,3
552299,2023-04-22,Central,Chennai,Network,High,98,Existing,3
552300,2022-08-19,North,nan,Billing,Medium,17,New,2
552301,2023-11-19,North,nan,Network,Medium,24,Existing,5
552302,2024-02-04,East,Mumbai,Billing,Low,203,nan,4
552303,2023-04-18,Central,Mumbai,Software,High,218,New,4
552304,2024-04-10,Central,Mumbai,Hardware,Medium,131,New,3
552305,2023-10-29,North,Kolkata,Billing,Medium,200,New,4
552306,2023-11-14,Central,Hyderabad,Billing,Critical,187,nan,4
552307,2023-11-24,North,Chennai,Service,Low,51,Existing,3
552308,2022-04-06,nan,Ahmedabad,Hardware,Medium,218,New,4
552309,2023-05-30,North,nan,nan,High,95,Existing,4
552310,2022-06-23,South,Mumbai,Software,High,94,Existing,4
552311,2023-08-13,East,Hyderabad,Billing,High,99,Existing,3
552312,2022-11-25,Central,Hyderabad,Billing,Low,64,Existing,4
552313,2023-03-24,nan,Mumbai,nan,Critical,95,New,1
552314,2022-11-06,Central,nan,Hardware,Critical,149,Existing,1
552315,2022-09-02,nan,Chennai,Billing,Medium,218,nan,2
552316,2023-05-24,nan,Mumbai,Billing,Low,188,Existing,1
552317,2023-08-27,Central,Kolkata,Hardware,Low,212,Existing,1
552318,2022-01-22,East,Kolkata,Hardware,High,184,Existing,5
552319,2024-03-13,East,Kolkata,Hardware,Low,48,New,2
552320,2024-04-03,North,Hyderabad,Software,High,139,New,3
552321,2022-04-07,North,Chennai,Billing,Low,47,Existing,4
552322,2022-12-04,Central,Chennai,Billing,High,183,New,3
552323,2023-12-04,North,Bengaluru,Billing,Medium,156,Existing,4
552324,2024-03-05,West,Mumbai,Software,High,56,Existing,1
552325,2022-04-09,West,Delhi,Software,Low,167,Existing,5
552326,2022-10-27,East,Hyderabad,Network,Low,206,New,2
552327,2024-01-04,West,Hyderabad,Hardware,Critical,99,Existing,
552328,2022-10-14,South,nan,Software,Medium,205,nan,4
552329,2024-04-16,West,Bengaluru,Software,Low,180,New,4
552330,2023-12-23,North,Hyderabad,Hardware,Critical,184,Existing,3
552331,2023-08-29,North,Hyderabad,Hardware,Low,62,Existing,1
552332,2023-02-03,West,Kolkata,Hardware,Medium,23,Existing,3
552333,2023-03-18,West,Kolkata,Service,Low,182,nan,3
552334,2023-10-02,North,Mumbai,Billing,Medium,101,Existing,4
552335,2022-05-16,nan,nan,Hardware,Medium,230,Existing,3
552336,2024-02-05,West,Bengaluru,Network,Medium,18,Existing,4
552337,2023-12-27,nan,Chennai,nan,Low,89,New,5
552338,2023-07-05,West,nan,nan,Low,230,Existing,1
552339,2023-01-05,Central,Delhi,Software,Medium,140,Existing,4
552340,2023-09-16,West,Ahmedabad,Network,Medium,147,nan,3
552341,2024-06-01,North,nan,Network,High,,nan,4
552342,2024-03-11,nan,Chennai,Hardware,Medium,190,Existing,2
552343,2024-02-22,Central,Bengaluru,Billing,Low,180,Existing,4
552344,2022-10-27,East,Mumbai,Billing,Low,226,New,
552345,2023-02-15,South,Ahmedabad,Hardware,Low,32,Existing,2
552346,2023-09-13,Central,Ahmedabad,Hardware,Medium,69,Existing,4
552347,2022-07-01,South,Delhi,nan,Medium,224,New,4
552348,2023-08-03,North,Hyderabad,nan,High,231,Existing,5
552349,2024-05-25,West,Delhi,nan,Medium,68,nan,1
552350,2023-08-03,West,Ahmedabad,Service,Critical,227,Existing,
552351,2022-04-07,South,Hyderabad,Billing,Medium,61,New,3
552352,2022-04-15,nan,Pune,Hardware,Low,199,New,4
552353,2023-09-08,Central,Bengaluru,Billing,Low,2,Existing,2
552354,2023-09-18,nan,Hyderabad,Billing,Critical,99,Existing,3
552355,2024-03-25,Central,Mumbai,Service,Low,212,New,1
552356,2024-05-17,West,Bengaluru,Software,High,18,New,3
552357,2024-03-09,West,Delhi,Hardware,Medium,7,Existing,3
552358,2022-02-28,East,Hyderabad,Software,Low,2,Existing,3
552359,2022-02-26,North,Pune,Software,Critical,237,Existing,4
552360,2024-03-18,Central,Mumbai,Billing,Critical,95,Existing,4
552361,2023-08-01,East,Delhi,Network,High,72,New,3
552362,2022-05-10,nan,Bengaluru,Software,High,5,New,5
552363,2022-10-06,Central,Bengaluru,nan,Medium,8,Existing,4
552364,2023-01-02,East,Hyderabad,nan,High,212,New,4
552365,2024-05-05,nan,Chennai,nan,Low,52,Existing,4
552366,2024-03-19,nan,Pune,Software,Low,104,Existing,4
552367,2022-07-03,North,Mumbai,Billing,High,183,New,1
552368,2023-09-20,South,Hyderabad,Software,High,109,New,3
552369,2022-01-28,Central,Ahmedabad,nan,Medium,17,New,5
552370,2022-05-06,Central,nan,Network,Critical,60,New,2
552371,2023-06-14,nan,Mumbai,Service,High,194,Existing,2
552372,2022-05-10,North,Pune,Software,Low,165,Existing,5
552373,2024-02-04,South,Hyderabad,Billing,Medium,113,New,3
552374,2023-12-22,South,Pune,nan,Low,12,New,5
552375,2023-12-16,Central,Delhi,Network,Medium,148,New,3
552376,2022-01-11,South,Hyderabad,Billing,Low,176,Existing,4
552377,2023-10-06,West,Delhi,Hardware,Medium,232,Existing,4
552378,2022-03-04,nan,nan,Network,Low,190,New,1
552379,2022-01-27,East,Bengaluru,Billing,Medium,150,New,3
552380,2022-10-16,East,Delhi,Hardware,Low,158,New,2
552381,2024-01-12,South,Bengaluru,Network,Medium,179,New,1
552382,2022-05-02,North,Ahmedabad,Network,Medium,50,New,4
552383,2022-11-17,nan,Hyderabad,Software,High,189,nan,3
552384,2023-12-07,East,Delhi,Software,Medium,106,Existing,4
552385,2022-06-07,South,nan,Network,Low,188,New,5
552386,2023-03-16,North,nan,nan,Critical,183,New,3
552387,2023-11-04,nan,Ahmedabad,Billing,Low,29,Existing,2
552388,2023-01-31,East,Delhi,Billing,Medium,33,New,3
552389,2024-01-30,West,Mumbai,Software,Medium,216,Existing,5
552390,2023-08-19,West,Bengaluru,Billing,Critical,2,New,4
552391,2022-04-20,West,Chennai,Billing,High,105,Existing,4
552392,2022-11-06,Central,Delhi,Billing,Medium,225,Existing,4
552393,2023-09-02,Central,nan,Hardware,Medium,160,Existing,4
552394,2022-01-10,North,Hyderabad,nan,Medium,219,New,4
552395,2022-02-21,South,nan,Software,Medium,96,Existing,2
552396,2023-09-04,West,Delhi,Hardware,Medium,12,New,5
552397,2024-01-17,South,Delhi,nan,Critical,54,Existing,1
552398,2023-05-13,nan,Mumbai,Network,Low,36,Existing,4
552399,2022-10-14,South,Ahmedabad,Billing,High,213,Existing,4
552400,2023-08-09,nan,Ahmedabad,Software,Low,109,New,4
552401,2022-08-16,nan,Delhi,nan,Medium,34,Existing,5
552402,2023-07-11,South,Ahmedabad,Service,Medium,77,Existing,
552403,2024-05-21,North,Pune,Billing,Low,80,Existing,3
552404,2022-01-10,West,Ahmedabad,Software,Medium,231,Existing,4
552405,2022-10-27,South,Bengaluru,Network,Critical,188,New,3
552406,2022-03-11,East,Pune,Billing,High,167,New,5
552407,2023-09-21,East,Pune,Network,High,31,Existing,2
552408,2022-02-02,nan,Kolkata,Service,Medium,78,New,3
552409,2022-05-05,South,Hyderabad,Service,Medium,17,nan,3
552410,2023-12-28,nan,Ahmedabad,Service,Medium,208,New,5
552411,2022-03-01,Central,Ahmedabad,Service,Medium,20,Existing,3
552412,2024-01-26,Central,Kolkata,Software,Low,4,Existing,1
552413,2024-06-02,nan,Bengaluru,Hardware,Medium,94,Existing,4
552414,2022-01-01,South,Chennai,Hardware,Critical,42,Existing,
552415,2023-03-12,nan,Ahmedabad,Billing,Critical,200,Existing,5
552416,2023-11-22,nan,Chennai,Service,Medium,198,New,4
552417,2023-05-25,Central,nan,Network,Low,114,Existing,5
552418,2022-01-19,Central,Bengaluru,Hardware,Low,34,Existing,2
552419,2024-06-05,North,Delhi,Billing,High,7,Existing,3
552420,2022-11-05,North,Mumbai,Software,Medium,185,New,3
552421,2022-07-10,East,Hyderabad,Service,Medium,117,New,3
552422,2023-05-03,nan,Mumbai,Hardware,Medium,182,Existing,2
552423,2023-08-18,nan,Hyderabad,Service,Critical,53,Existing,3
552424,2022-07-29,North,nan,Software,Critical,126,nan,4
552425,2023-07-10,West,Bengaluru,Service,Medium,108,Existing,2
552426,2022-05-15,Central,Ahmedabad,Hardware,Low,150,New,3
552427,2023-02-07,Central,Delhi,Service,Low,165,Existing,
552428,2022-12-22,nan,Ahmedabad,Service,Medium,157,Existing,
552429,2023-11-14,nan,Pune,Software,Low,152,New,3
552430,2023-02-17,East,nan,Billing,High,7,New,1
552431,2023-03-05,West,Hyderabad,Service,Low,133,Existing,2
552432,2024-04-12,West,Hyderabad,Hardware,Low,109,New,3
552433,2024-03-10,West,Hyderabad,Network,Low,158,Existing,5
552434,2022-07-04,North,Hyderabad,Billing,High,89,New,4
552435,2023-12-04,South,Bengaluru,Hardware,Medium,129,New,3
552436,2023-10-06,West,Hyderabad,Hardware,Low,183,New,5
552437,2022-10-21,East,Pune,Software,Low,12,Existing,3
552438,2023-05-21,Central,nan,nan,High,129,Existing,4
552439,2022-02-04,East,Hyderabad,Network,High,197,Existing,4
552440,2022-05-10,West,Ahmedabad,Software,Low,63,New,
552441,2023-03-14,East,Chennai,Network,Critical,135,Existing,1
552442,2024-04-27,East,Delhi,nan,Critical,88,New,
552443,2022-06-30,South,Pune,nan,High,115,New,3
552444,2023-11-18,North,Chennai,Network,Medium,235,Existing,
552445,2022-05-25,West,Chennai,Billing,High,92,Existing,4
552446,2023-01-14,nan,Hyderabad,Software,Medium,73,nan,3
552447,2024-03-14,South,Kolkata,Hardware,Low,182,nan,2
552448,2024-06-15,South,Bengaluru,Software,Low,15,New,3
552449,2022-07-16,nan,nan,Software,High,229,New,2
552450,2022-03-07,South,Bengaluru,Network,Medium,180,New,3
552451,2023-09-10,Central,Pune,Hardware,High,78,New,5
552452,2023-07-22,East,Chennai,Hardware,Low,10,Existing,5
552453,2023-04-01,nan,Ahmedabad,Hardware,Low,27,Existing,1
552454,2023-03-03,East,Pune,nan,Low,185,Existing,
552455,2022-04-26,nan,Mumbai,Network,Critical,64,Existing,1
552456,2022-01-27,nan,Bengaluru,nan,Critical,186,New,3
552457,2023-03-02,North,Pune,Software,Critical,118,New,
552458,2022-04-16,East,nan,Software,Critical,41,Existing,5
552459,2023-10-29,Central,Chennai,Billing,High,29,Existing,4
552460,2023-10-15,East,Bengaluru,Billing,Medium,207,Existing,
552461,2022-11-03,South,Kolkata,Service,Medium,178,nan,3
552462,2024-03-23,West,Delhi,Billing,Medium,34,Existing,4
552463,2023-11-03,nan,Delhi,Service,Critical,125,New,2
552464,2023-04-29,West,Kolkata,Software,High,218,New,5
552465,2022-01-05,South,Pune,nan,Medium,27,nan,4
552466,2024-04-13,nan,Delhi,Network,High,152,New,4
552467,2023-03-03,nan,Mumbai,Billing,Low,52,New,3
552468,2022-12-28,nan,Hyderabad,Software,Low,137,New,1
552469,2022-06-13,West,Bengaluru,Software,Critical,15,Existing,3
552470,2024-06-17,South,Kolkata,Service,Critical,39,New,5
552471,2023-01-24,South,Bengaluru,Hardware,Critical,68,Existing,1
552472,2023-09-15,West,Hyderabad,Hardware,Low,168,New,2
552473,2023-06-06,South,Bengaluru,Network,Medium,94,Existing,
552474,2022-12-11,East,Ahmedabad,Hardware,Low,206,New,5
552475,2022-04-04,nan,Delhi,Billing,High,46,Existing,2
552476,2022-10-10,East,Ahmedabad,Service,Medium,101,New,3
552477,2023-02-28,North,Hyderabad,Hardware,Medium,205,Existing,3
552478,2022-09-09,Central,Mumbai,Software,Medium,228,New,1
552479,2022-07-24,nan,Hyderabad,Software,High,82,New,1
552480,2022-05-26,Central,Bengaluru,Billing,Low,4,New,
552481,2023-07-29,nan,Chennai,Software,Low,194,New,1
552482,2023-02-07,East,nan,Billing,Medium,101,New,3
552483,2023-07-20,East,Delhi,Hardware,High,53,New,1
552484,2023-09-28,Central,Hyderabad,Billing,Medium,109,New,2
552485,2024-02-05,nan,nan,Billing,Low,9,Existing,2
552486,2023-09-07,East,Pune,Network,Low,171,nan,4
552487,2023-07-30,nan,Chennai,Billing,Low,138,New,4
552488,2024-06-18,South,Delhi,Software,High,72,Existing,2
552489,2023-03-26,East,Mumbai,Software,Low,1,nan,4
552490,2024-02-13,East,nan,Service,Low,43,New,4
552491,2022-03-10,Central,Delhi,Hardware,Low,45,Existing,
552492,2022-10-01,Central,Ahmedabad,Billing,High,140,New,3
552493,2022-01-02,North,Mumbai,Network,Critical,63,Existing,4
552494,2023-11-24,South,Delhi,Billing,High,135,Existing,2
552495,2022-03-15,East,Mumbai,Service,Low,70,Existing,4
552496,2022-06-30,Central,Delhi,Service,Medium,9,Existing,3
552497,2023-05-04,East,Bengaluru,nan,High,173,Existing,1
552498,2024-03-28,Central,Bengaluru,Service,Medium,83,New,1
552499,2023-09-29,South,Kolkata,nan,High,76,New,4
552500,2022-02-02,West,Bengaluru,Software,Critical,78,nan,4
552501,2022-01-23,North,Mumbai,Service,High,119,Existing,4
552502,2022-03-02,North,Kolkata,Network,Low,82,New,2
552503,2023-10-17,West,Delhi,Billing,Medium,165,Existing,5
552504,2023-01-15,Central,Mumbai,Service,High,45,Existing,4
552505,2023-12-26,East,Bengaluru,Hardware,Medium,185,Existing,3
552506,2022-05-12,Central,Kolkata,Service,Low,3,New,5
552507,2024-06-18,nan,nan,Software,Medium,143,New,1
552508,2022-11-27,nan,Ahmedabad,Billing,Medium,181,New,4
552509,2022-12-02,Central,Delhi,Billing,Low,90,Existing,4
552510,2024-04-11,East,nan,Software,Medium,146,nan,4
552511,2023-06-09,nan,Mumbai,Network,High,126,Existing,3
552512,2023-06-04,West,Mumbai,Software,Low,121,New,1
552513,2023-01-23,West,Ahmedabad,Hardware,Critical,12,Existing,2
552514,2024-02-27,nan,Hyderabad,Software,Low,39,nan,3
552515,2023-07-09,South,Chennai,Hardware,High,76,New,3
552516,2022-04-08,South,Delhi,Software,Medium,140,New,
552517,2023-09-26,Central,nan,nan,Low,47,New,1
552518,2023-03-21,South,Pune,nan,Medium,136,Existing,4
552519,2023-08-06,Central,Bengaluru,nan,Medium,46,Existing,4
552520,2023-03-07,nan,Bengaluru,Billing,Medium,224,Existing,1
552521,2023-02-06,East,Pune,Software,High,191,Existing,2
552522,2024-05-10,Central,nan,Hardware,Medium,136,Existing,1
552523,2024-02-14,North,Mumbai,Billing,Low,192,Existing,
552524,2022-08-26,South,Hyderabad,nan,High,188,Existing,3
552525,2024-05-22,Central,Mumbai,nan,Low,38,New,3
552526,2023-03-11,East,Chennai,Software,Low,181,Existing,3
552527,2022-09-28,North,Mumbai,Network,Low,185,New,3
552528,2024-02-23,Central,Kolkata,Software,Medium,192,nan,5
552529,2022-09-09,Central,Hyderabad,Service,Low,52,New,3
552530,2023-09-07,South,Hyderabad,Hardware,Low,177,Existing,4
552531,2023-12-06,Central,Ahmedabad,Billing,Medium,237,Existing,3
552532,2024-01-21,East,Hyderabad,nan,Low,96,Existing,3
552533,2023-06-09,Central,Pune,nan,Low,205,Existing,4
552534,2022-11-09,East,Bengaluru,nan,Medium,65,Existing,4
552535,2022-06-29,North,Chennai,Hardware,Low,155,New,3
552536,2024-02-15,South,Hyderabad,Software,Medium,171,New,3
552537,2022-10-08,South,Kolkata,Hardware,Low,201,Existing,4
552538,2024-02-02,nan,Delhi,Network,Medium,187,New,1
552539,2022-07-23,West,Bengaluru,Billing,Low,223,Existing,3
552540,2023-02-04,nan,Hyderabad,Software,Medium,214,Existing,3
552541,2024-01-02,East,Ahmedabad,nan,Low,156,New,4
552542,2022-03-03,Central,nan,Software,High,172,Existing,1
552543,2023-08-20,South,Chennai,Service,Low,71,Existing,3
552544,2023-04-01,South,nan,Billing,High,87,New,5
552545,2022-01-02,West,Pune,Network,Medium,29,New,4
552546,2023-06-29,East,Bengaluru,Software,High,112,New,5
552547,2022-12-03,nan,Hyderabad,Software,Low,137,New,4
552548,2022-10-06,West,Pune,Hardware,Medium,219,Existing,1
552549,2022-04-23,nan,Pune,Hardware,High,235,Existing,4
552550,2024-01-21,North,Mumbai,Billing,Critical,154,New,3
552551,2022-01-28,nan,Pune,nan,High,9,Existing,3
552552,2022-12-30,Central,Mumbai,Hardware,High,27,Existing,5
552553,2022-07-01,nan,Mumbai,Network,High,129,New,
552554,2022-03-17,nan,Delhi,Hardware,Low,220,New,2
552555,2022-11-09,nan,Bengaluru,Billing,Medium,93,nan,3
552556,2024-02-24,nan,Bengaluru,Hardware,Low,68,New,2
552557,2023-03-12,nan,Ahmedabad,Service,Low,103,New,1
552558,2024-01-17,Central,Mumbai,nan,High,79,Existing,1
552559,2024-03-06,Central,Mumbai,Service,Low,25,Existing,1
552560,2023-03-27,East,Pune,Network,Medium,93,Existing,
552561,2023-08-06,Central,Mumbai,Network,Low,78,Existing,4
552562,2023-03-21,North,Pune,Network,High,88,nan,1
552563,2024-01-10,Central,Hyderabad,Billing,High,150,New,
552564,2024-04-29,Central,Pune,Billing,Low,83,New,4
552565,2022-09-29,nan,Kolkata,Network,Critical,131,New,3
552566,2023-07-25,West,Hyderabad,Billing,Medium,89,Existing,5
552567,2023-03-20,East,nan,Service,Medium,74,Existing,4
552568,2022-06-12,nan,Mumbai,Hardware,High,115,New,
552569,2022-11-15,Central,Ahmedabad,Network,Medium,16,New,2
552570,2022-01-02,nan,Mumbai,Billing,Medium,70,New,3
552571,2024-06-03,East,Chennai,Network,Low,119,New,
552572,2023-09-22,Central,Ahmedabad,Hardware,High,151,New,4
552573,2022-06-02,North,Bengaluru,Service,Low,161,Existing,5
552574,2024-02-09,nan,Hyderabad,Service,Medium,208,New,5
552575,2022-03-28,West,Pune,Service,Critical,114,New,
552576,2024-04-25,Central,Hyderabad,Network,Low,115,New,4
552577,2022-06-04,West,Bengaluru,Billing,Medium,200,New,4
552578,2023-04-29,nan,Delhi,Billing,High,89,nan,
552579,2022-11-19,South,Kolkata,Billing,Medium,116,Existing,5
552580,2022-08-06,East,Kolkata,Software,High,109,Existing,4
552581,2024-05-23,nan,Bengaluru,Network,Medium,155,Existing,2
552582,2023-11-10,Central,Mumbai,Billing,Medium,65,Existing,2
552583,2022-02-01,nan,Ahmedabad,Billing,High,144,Existing,1
552584,2023-08-21,Central,nan,Network,Medium,104,Existing,3
552585,2024-05-23,West,Hyderabad,nan,Medium,222,New,1
552586,2023-01-25,West,Kolkata,Hardware,Low,157,Existing,2
552587,2023-12-07,nan,Chennai,Service,High,157,Existing,3
552588,2023-09-08,East,nan,Network,High,146,New,4
552589,2023-09-04,West,nan,Billing,High,80,Existing,1
552590,2024-05-15,East,Bengaluru,Software,High,98,New,1
552591,2022-10-12,West,Kolkata,Billing,Medium,225,New,1
552592,2024-05-16,West,Delhi,Billing,Medium,13,New,3
552593,2023-02-04,nan,nan,Hardware,Medium,113,New,4
552594,2024-05-21,nan,Delhi,Software,Medium,119,New,3
552595,2023-09-17,nan,Chennai,Billing,High,227,Existing,5
552596,2022-12-27,South,Kolkata,nan,Low,62,Existing,4
552597,2024-05-24,nan,Pune,Network,High,58,New,4
552598,2024-05-09,Central,Ahmedabad,nan,Low,64,Existing,2
552599,2024-02-12,nan,Bengaluru,Network,Low,217,Existing,1
552600,2022-10-30,Central,Ahmedabad,Network,High,215,New,2
552601,2022-02-19,East,Bengaluru,nan,Low,121,Existing,3
552602,2022-08-14,nan,nan,nan,Medium,171,Existing,4
552603,2023-05-09,South,Bengaluru,Hardware,High,147,Existing,3
552604,2023-08-08,East,Bengaluru,Billing,Low,222,New,4
552605,2022-07-11,nan,Chennai,Billing,High,104,New,5
552606,2023-05-09,Central,Kolkata,Software,Low,126,Existing,1
552607,2023-07-05,North,nan,Billing,Medium,120,nan,5
552608,2022-03-07,South,Hyderabad,Software,Low,100,Existing,2
552609,2024-01-29,Central,Bengaluru,Software,Medium,214,nan,4
552610,2023-07-19,East,Pune,Service,Low,102,New,3
552611,2022-07-14,nan,Chennai,Hardware,Low,148,New,
552612,2023-11-16,Central,Chennai,nan,Critical,65,nan,3
552613,2022-09-21,East,Bengaluru,Network,Medium,226,Existing,5
552614,2024-04-29,East,Hyderabad,Service,Medium,129,Existing,5
552615,2022-06-16,Central,nan,Billing,Critical,139,New,5
552616,2024-05-23,West,Ahmedabad,Billing,High,31,Existing,4
552617,2022-07-13,South,Pune,Hardware,Critical,21,Existing,4
552618,2022-05-06,East,Bengaluru,Software,High,117,Existing,4
552619,2022-03-22,nan,Kolkata,Network,Medium,186,nan,3
552620,2023-08-14,Central,Kolkata,Service,Critical,112,nan,4
552621,2022-02-23,Central,Bengaluru,Network,Low,,Existing,2
552622,2023-10-16,East,Delhi,Service,Low,94,New,4
